genres,title,release_date,id,user_id,steam_id,playtime_forever
['Strategy'],Command &amp; Conquer: Red Alert 3 - Uprising,2009-03-12,24800,crimson_122344,76561198058489523,107
['Adventure'],Secret Files: Tunguska,2009-10-29,40330,76561198026169067,76561198026169067,72
"['Action', 'Indie']",Hammerfight,2009-09-19,41100,deepakjb,76561198110342386,0
"['Action', 'Indie']",Serious Sam HD: The First Encounter,2009-11-24,41000,redcommie,76561198045193021,609
['RPG'],Dragon Age: Origins,2009-11-06,17450,76561198068148027,76561198068148027,146
['Action'],Call of Duty®: Modern Warfare® 2,2009-11-12,10180,76561198084390807,76561198084390807,1
['Adventure'],LEGO® Star Wars™ - The Complete Saga,2009-11-12,32440,elNiggle,76561198053007366,36
['RPG'],Overlord™,2007-06-26,11450,76561198045214274,76561198045214274,1050
['Strategy'],Command &amp; Conquer 3: Tiberium Wars,2007-03-28,24790,76561198061091780,76561198061091780,604
"['Indie', 'Simulation', 'Strategy']",Gratuitous Space Battles,2009-11-16,41800,76561198072460787,76561198072460787,0
['Action'],STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,32430,76561198066117543,76561198066117543,663
['RPG'],Fallout 3: Game of the Year Edition,2009-10-13,22370,76561198053917005,76561198053917005,2300
['Casual'],Roogoo,2009-12-17,38210,76561198145945668,76561198145945668,0
"['Action', 'Adventure']",Devil May Cry 4,2008-07-08,45700,HollowerX,76561198064030845,3010
"['Action', 'Indie', 'RPG']",Avencast: Rise of the Mage,2010-03-17,46410,archiegaming,76561198064344205,58
"['Action', 'Indie', 'Racing']",Super Laser  Racer,2010-02-18,44100,76561198041351258,76561198041351258,18
"['Action', 'Indie']",Serious Sam Classic: The First Encounter,2001-03-21,41050,76561198052921692,76561198052921692,0
"['Action', 'RPG']",Mount &amp; Blade: Warband,2010-03-31,48700,cythagoras,76561198063510540,5719
['Action'],Lead and Gold: Gangs of the Wild West,2010-04-08,42120,Daniel5434667,76561198143056807,88
['Action'],Grand Theft Auto: Episodes from Liberty City,2010-04-12,12220,76561198076052494,76561198076052494,2019
['Indie'],Fortix,2010-04-14,45400,76561198070066041,76561198070066041,1
"['Action', 'Casual', 'Indie']",Beat Hazard,2010-04-15,49600,aciliS,76561198075188018,944
"['Adventure', 'Indie']",The Misadventures of P.B. Winterbottom,2010-04-20,40930,76561198046408007,76561198046408007,228
['Action'],AquaNox,2001-11-30,39630,76561198089117691,76561198089117691,8
['Indie'],Max and the Magic Marker,2010-05-12,50820,76561198061149995,76561198061149995,0
"['Action', 'Indie']",Flight of the Icarus,2010-05-12,49800,76561198100569681,76561198100569681,0
['Casual'],Puzzler World,2010-05-28,33650,76561198095297673,76561198095297673,530
"['Action', 'Adventure', 'Casual', 'RPG']",SEGA Mega Drive and Genesis Classics,2010-06-01,34270,76561198075175740,76561198075175740,13
"['Action', 'RPG']",Alpha Protocol™,2010-06-01,34010,no_blood,76561198083787545,0
['Action'],Alien Breed: Impact,2010-06-03,22610,Pipocak,76561198083779876,0
"['Simulation', 'Strategy']",SimCity™ 4 Deluxe Edition,2003-09-22,24780,Panx2,76561198135701972,1222
"['Casual', 'Indie']",Tidalis,2010-07-16,40420,pyrotato,76561198089418829,0
['Action'],Kane &amp; Lynch 2: Dog Days,2010-08-17,28000,76561198098898388,76561198098898388,123
['Action'],Mafia II,2011-03-22,50130,Bballguy111,76561198027465443,1521
"['RPG', 'Casual']",Puzzle Quest 2,2010-08-12,47540,76561198129934361,76561198129934361,0
['Simulation'],Ship Simulator Extremes,2010-08-27,48800,cam06,76561198044343671,0
['Strategy'],Worms Reloaded,2010-08-26,22600,76561198089713177,76561198089713177,147
"['Indie', 'Simulation', 'Strategy']",Making History II: The War of the World,2010-06-22,46770,76561198099627522,76561198099627522,16758
['Strategy'],Victoria II,2010-08-30,42960,76561198059080071,76561198059080071,2550
"['Action', 'Indie']",VVVVVV,2010-09-07,70300,megaware305,76561198052135296,398
"['Action', 'Adventure', 'Indie']",Amnesia: The Dark Descent,2010-09-08,57300,codes_11,76561198097728341,13
"['RPG', 'Indie']",Recettear: An Item Shop's Tale,2010-09-10,70400,ly_cheen,76561198056495207,362
['Simulation'],Hacker Evolution,2010-09-14,70100,siddhugoge,76561198069978442,183
"['Indie', 'Simulation']",Hacker Evolution: Untold,2010-09-14,70110,meshcollider,76561198092088560,0
"['Casual', 'Indie']",Faerie Solitaire,2010-09-17,38600,76561198043794090,76561198043794090,0
['Strategy'],Sid Meier's Civilization® V,2010-09-21,8930,Unplanned_stategy,76561198031111554,14895
['Action'],Alien Breed 2: Assault,2010-09-22,22650,76561198062315156,76561198062315156,627
"['Action', 'Adventure']",Darksiders™,2010-09-23,50620,76561198061968112,76561198061968112,37
['Action'],Medal of Honor™,2010-10-12,47790,76561198019780793,76561198019780793,0
"['Adventure', 'Casual', 'Indie']",Doc Clock: The Toasted Sandwich of Time,2010-10-15,57800,76561198091378623,76561198091378623,40
"['Action', 'RPG']",Fallout: New Vegas,2010-10-19,22380,76561198031924053,76561198031924053,38991
"['Action', 'Indie', 'RPG']",DeathSpank,2010-10-25,18040,76561198047255662,76561198047255662,0
"['Action', 'Indie']",Shank,2010-10-25,6120,76561198090898982,76561198090898982,1024
['Action'],STAR WARS™: The Force Unleashed™ II,2010-10-26,32500,PlayZonee,76561198066262353,204
"['Action', 'Casual']",Flight Control HD,2010-11-18,62000,76561198034108744,76561198034108744,18
"['Action', 'Casual', 'Indie']",BIT.TRIP BEAT,2010-11-02,63700,76561198081119039,76561198081119039,0
['Action'],Call of Duty®: Black Ops,2010-11-09,42700,76561198033161894,76561198033161894,8794
"['Action', 'Adventure', 'Strategy']",Oddworld: Munch's Oddysee,2010-12-20,15740,76561198109850090,76561198109850090,664
['Adventure'],Back to the Future: The Game,2010-12-23,31290,76561198067136777,76561198067136777,148
['Action'],Grand Theft Auto III,2002-05-21,12100,76561198036853946,76561198036853946,17
['Action'],Grand Theft Auto: San Andreas,2005-06-06,12120,76561198074466513,76561198074466513,36
['Action'],Grand Theft Auto: Vice City,2003-05-13,12110,deleter46,76561198044576609,22
"['Action', 'Indie']",A.R.E.S.: Extinction Agenda,2011-01-20,92300,76561198086973127,76561198086973127,0
"['Action', 'Indie', 'Strategy']",APOX,2011-01-20,80000,MotionGaminification,76561198073177807,27
['Action'],Dead Space™ 2,2011-01-25,47780,Bindalee,76561198208186104,551
"['Action', 'Strategy', 'Indie', 'Sports']",Monday Night Combat,2011-01-24,63200,Draydian,76561198097882668,20
['Simulation'],The Sims™ 3,2009-06-02,47890,76561198065370546,76561198065370546,192
['RPG'],Two Worlds II HD,2011-02-03,7520,spookypotato,76561198038840035,0
['Racing'],Test Drive Unlimited 2,,9930,76561198057582654,76561198057582654,295
"['Action', 'Indie']",BIT.TRIP RUNNER,2011-02-28,63710,76561198093377723,76561198093377723,29
['Action'],Homefront,2011-03-14,55100,76561198052118094,76561198052118094,477
"['Free to Play', 'Massively Multiplayer', 'RPG']",RIFT,2013-10-24,39120,76561198010395015,76561198010395015,4115
"['Action', 'Indie', 'Strategy']",Anomaly: Warzone Earth,2011-04-08,91200,AyzeeHawk,76561198039473790,203
"['Action', 'Indie']",Dino D-Day,2011-04-08,70000,depressionbear,76561198092355700,0
"['Action', 'Adventure']",Portal 2,2011-04-18,620,76561198075277292,76561198075277292,600
"['Action', 'Casual', 'Indie', 'Strategy']",Sanctum,2011-04-15,91600,76561198073496299,76561198073496299,10
['Strategy'],Majesty 2 Collection,2011-04-19,73020,homus,76561198060295949,109
"['Indie', 'Strategy']",Frozen Synapse,2011-05-26,98200,76561198045024334,76561198045024334,2726
"['Adventure', 'Casual', 'Indie']",Hamilton's Great Adventure,2011-05-31,42140,JudeIsPretty,76561198101366812,138
"['Action', 'RPG']",Dungeon Siege III,2011-06-20,39160,gaminat1,76561198072771157,300
['Action'],Duke Nukem Forever,2011-06-13,57900,76561198045254790,76561198045254790,34
"['Action', 'Free to Play']",A.V.A. Alliance of Valiant Arms™,2011-06-14,102700,blazythemayordevil,76561198081262349,0
"['Free to Play', 'Massively Multiplayer', 'RPG']",Champions Online,2009-09-01,9880,76561198068288422,76561198068288422,234
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Spiral Knights,2011-06-14,99900,76561198162056324,76561198162056324,0
['Strategy'],Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15,49470,76561198049923478,76561198049923478,1287
"['Indie', 'Casual']",Solar 2,2011-06-17,97000,76561198054298960,76561198054298960,164
['Action'],F.E.A.R. 3,2011-06-21,21100,Aaronlelelele,76561197993090822,44
"['Action', 'Adventure', 'Indie']",Tobe's Vertical Adventure,2011-07-18,105700,76561198098584474,76561198098584474,0
['Simulation'],IL-2 Sturmovik: Cliffs of Dover,2011-07-19,63950,ST951,76561198098864931,20
"['Action', 'Simulation', 'Strategy']",ARMA: Cold War Assault,2011-08-08,65790,76561198060487505,76561198060487505,0
"['Simulation', 'Strategy']",Tropico 4,2011-09-01,57690,Lynyx,76561198205743865,0
"['Action', 'Indie']",EDGE,2011-08-11,38740,76561198077172025,76561198077172025,111
"['Action', 'Indie', 'RPG', 'Strategy']",Space Pirates and Zombies,2011-08-15,107200,AgentXiri,76561198044742654,50
"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Puzzle Pirates,2011-08-31,99910,jujucucu1,76561198196598002,4
['Action'],"Warhammer 40,000: Space Marine",2011-09-05,55150,76561198046294246,76561198046294246,378
['Strategy'],Men of War: Vietnam,2011-09-08,63940,marksman115,76561198063222768,0
"['Action', 'Indie', 'Racing', 'Strategy']",Rock of Ages,2011-09-07,22230,76561198068723507,76561198068723507,31
"['Action', 'Massively Multiplayer', 'Simulation']",Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13,35450,102547508,76561198049821209,15282
"['Action', 'Adventure']",Call of Juarez®: The Cartel,2011-09-13,33420,76561198061835817,76561198061835817,381
"['Action', 'Indie']",Bunch of Heroes,2011-09-21,111400,bautikpo123,76561198069149974,375
['Strategy'],Supreme Commander: Forged Alliance,2011-09-28,9420,Shadowssoul,76561198082656561,3168
"['Action', 'Adventure', 'Indie', 'RPG']",The Binding of Isaac,2011-09-28,113200,F4LL14NT,76561198207978701,0
['Strategy'],Supreme Commander,2007-02-20,9350,Awobabobbob,76561198069758076,0
"['Casual', 'Simulation', 'Strategy']",Memoir '44 Online,2011-10-12,108210,76561198055775177,76561198055775177,0
"['Casual', 'Indie', 'Strategy']",Puzzler World 2,2011-10-24,200130,sadfasdfasdfadsfasdf,76561198150403059,0
"['Simulation', 'Strategy']",Airline Tycoon 2,2011-10-24,201490,flynnchonkonkies,76561198080373204,67
"['Action', 'Indie']",The Haunted: Hells Reach,2011-10-24,43190,76561198077991546,76561198077991546,158
['Action'],Saints Row: The Third Initiation Station,2011-11-01,55370,76561198057033715,76561198057033715,14
['Action'],Sonic Generations Collection,2011-11-03,71340,OzzieAparoid,76561198061419665,2569
"['Adventure', 'Strategy']",L.A. Noire,2011-11-08,110800,76561198060571370,76561198060571370,306
['Strategy'],Galactic Civilizations® II: Ultimate Edition,2011-12-02,202200,76561198089360040,76561198089360040,0
"['Action', 'Free to Play', 'Massively Multiplayer']",APB Reloaded,2011-12-06,113400,76561198069593452,76561198069593452,669
"['Action', 'Adventure', 'Indie']",Trine 2: Complete Story,2013-06-06,35720,76561198079693942,76561198079693942,471
"['Action', 'Adventure', 'RPG']",Fable - The Lost Chapters,2011-12-19,204030,76561198073062432,76561198073062432,621
"['Indie', 'Strategy']",Oil Rush,2012-01-25,200390,76561198086699854,76561198086699854,2
"['Action', 'Indie']",Serious Sam 2,2005-10-11,204340,76561198156066297,76561198156066297,23
"['Free to Play', 'Massively Multiplayer', 'RPG']",Star Trek Online,2010-02-02,9900,Hank_Inferno,76561197988705591,1986
"['RPG', 'Simulation', 'Strategy']",Jagged Alliance - Back in Action,2012-02-08,57740,76561198067425012,76561198067425012,63
"['Action', 'Casual', 'Indie']",Titan Attacks!,2012-02-03,203210,76561198095766412,76561198095766412,0
"['RPG', 'Simulation', 'Strategy']",Crusader Kings II,2012-02-14,203770,76561198079335317,76561198079335317,17399
"['Action', 'Adventure']",Alan Wake,2012-02-16,108710,76561198077117913,76561198077117913,188
['Action'],Postal III,2011-12-21,10220,76561198061891621,76561198061891621,505
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Realm of the Mad God,2012-02-20,200210,76561198095942089,76561198095942089,69
"['Casual', 'Indie', 'Strategy']",iBomber Defense Pacific,2012-03-01,206690,Hengoo,76561198062082138,0
"['Casual', 'Indie']",Containment: The Zombie Puzzler,2012-03-02,203560,76561198068542413,76561198068542413,0
"['Action', 'Adventure', 'Indie']",Wizorb,2012-03-14,207420,VinceMince,76561198057009048,0
"['Indie', 'Strategy']",Cubemen,2012-03-16,207250,76561198055178403,76561198055178403,39
"['Adventure', 'Indie', 'Strategy']",Waveform,2012-03-20,204180,76561198081210832,76561198081210832,0
['RPG'],Risen 2: Dark Waters,2012-04-26,40390,jboekel,76561198073238252,89
['Action'],Binary Domain,2012-04-27,203750,76561198093751940,76561198093751940,1
"['Casual', 'Indie', 'Strategy']",Ticket to Ride,2012-05-24,108200,MRWOBEZY,76561198057254035,264
['Action'],Max Payne 3,2012-05-31,204100,slowed,76561198076367295,532
"['Free to Play', 'Massively Multiplayer', 'RPG']",The Lord of the Rings Online™,2012-06-06,212500,76561198119899506,76561198119899506,0
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Krater,2012-06-12,42170,76561198096104765,76561198096104765,27
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Vindictus,2012-06-22,212160,TheLazyMarco,76561198060778727,0
"['Indie', 'RPG']",Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,213030,76561198088410602,76561198088410602,0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Dungeons &amp; Dragons Online®,2012-06-25,206480,paperwind3,76561198050195991,107
['Action'],Tom Clancy's Ghost Recon: Future Soldier™,2012-06-26,212630,76561198097699089,76561198097699089,1236
"['Casual', 'Strategy']",Quantum Conundrum,2012-06-21,200010,76561198065436279,76561198065436279,170
"['Action', 'Free to Play']",Tribes: Ascend,2012-06-27,17080,743748734,76561198180820691,254
"['Action', 'Indie', 'Casual']",Foreign Legion: Multi Massacre,2012-07-09,205550,76561198053045877,76561198053045877,44
"['Action', 'Racing']",Death Rally,2012-08-03,108700,76561198067110689,76561198067110689,600
"['Indie', 'Strategy']",Hero Academy,2012-08-10,209270,76561198095251641,76561198095251641,51
['Action'],Counter-Strike: Global Offensive,2012-08-21,730,76561198215949741,76561198215949741,38830
['RPG'],STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2005-02-08,208580,76561198299869543,76561198299869543,3163
['Indie'],Closure,2012-09-07,72000,76561198064244826,76561198064244826,72
"['Action', 'Adventure']",Batman: Arkham City - Game of the Year Edition,2012-09-07,200260,The_Milk_Man,76561198077895382,2075
"['Adventure', 'Indie', 'RPG']",To the Moon,2011-11-01,206440,76561198085091150,76561198085091150,333
"['Action', 'Indie']",Intrusion 2,2012-09-11,214970,76561198070548266,76561198070548266,20
['Action'],Jet Set Radio,2012-09-19,205950,Darkbandit22,76561198089512781,85
['Action'],Doom 3: BFG Edition,2012-10-15,208200,76561198295178871,76561198295178871,56
"['Casual', 'Simulation']",Rocksmith™,2012-10-16,205190,76561198025739343,76561198025739343,1244
"['Action', 'Indie']",Primal Carnage,2012-10-29,215470,Baf10054,76561198071255458,6552
